,of,ct,duracao,semana,ov
3939,1600063469,56,10,21,3823000407
3940,1600063474,56,15,21,3823000407
3941,1600063474,56,15,21,3823000407
3942,1600063474,56,15,21,3823000407
3943,1600063474,56,15,21,3823000407
3944,1600063479,56,103,21,3823000407
3945,1600063479,56,103,21,3823000407
3946,1600063479,56,103,21,3823000407
3947,1600063479,56,103,21,3823000407
3948,1600063484,56,91,21,3823000407
3949,1600063484,56,91,21,3823000407
3950,1600063484,56,91,21,3823000407
3951,1600063484,56,91,21,3823000407
3952,1600063558,56,10,21,3823000225
3953,1600063558,56,10,21,3823000225
3954,1600063558,56,10,21,3823000225
3955,1600063558,56,10,21,3823000225
3956,1600063753,56,1792,0,3820010146
3957,1600063756,56,264,32,3820010146
3958,1600063852,56,110,32,3820010096
3959,1600063889,56,360,2,3820010139
3960,1600063889,56,360,2,3820010139
3961,1600063893,56,216,2,3820010139
3962,1600063893,56,216,2,3820010139
3963,1600064006,56,28,27,3823000427
3964,1600064006,56,28,21,3823000427
3965,1600064006,56,28,21,3823000427
3966,1600064006,56,28,21,3823000427
3967,1600064011,56,291,21,3823000427
3968,1600064011,56,291,21,3823000427
3969,1600064011,56,291,21,3823000427
3970,1600064011,56,291,21,3823000427
3971,1600064016,56,100,21,3823000427
3972,1600064016,56,100,21,3823000427
3973,1600064016,56,100,21,3823000427
3974,1600064016,56,100,21,3823000427
3975,1600064020,56,29,21,3823000427
3976,1600064020,56,29,21,3823000427
3977,1600064020,56,29,21,3823000427
3978,1600064020,56,29,21,3823000427
3979,1600064025,56,81,21,3823000427
3980,1600064025,56,81,21,3823000427
3981,1600064025,56,81,21,3823000427
3982,1600064025,56,81,21,3823000427
3983,1600064030,56,47,21,3823000427
3984,1600064030,56,47,21,3823000427
3985,1600064030,56,47,21,3823000427
3986,1600064030,56,47,21,3823000427
3987,1600064035,56,53,21,3823000427
3988,1600064035,56,53,21,3823000427
3989,1600064035,56,53,21,3823000427
3990,1600064035,56,53,21,3823000427
3991,1600064040,56,57,21,3823000427
3992,1600064040,56,57,21,3823000427
3993,1600064040,56,57,21,3823000427
3994,1600064040,56,57,21,3823000427
3995,1600064045,56,67,21,3823000427
3996,1600064045,56,67,22,3823000427
3997,1600064045,56,67,22,3823000427
3998,1600064045,56,67,22,3823000427
3999,1600064115,56,123,27,3820010163
4000,1600064145,56,120,2,3820010185
4001,1600064171,56,153,2,3820010193
4002,1600064175,56,72,27,3820010203
4003,1600064184,56,154,2,3820010220
4004,1600064188,56,62,2,3820010220
4005,1600064314,56,40,27,3820010240
4006,1600064314,56,40,22,3820010240
4007,1600064314,56,40,22,3820010240
4008,1600064314,56,40,22,3820010240
4009,1600064316,56,10,22,3820010240
4010,1600064316,56,10,22,3820010240
4011,1600064316,56,10,22,3820010240
4012,1600064316,56,10,22,3820010240
4013,1600064452,56,2880,-1,3820008354
4014,1600064452,56,2880,-1,3820008354
4015,1600064761,56,14,22,3823000423
4016,1600064761,56,14,22,3823000423
4017,1600064761,56,14,22,3823000423
4018,1600064761,56,14,22,3823000423
4019,1600064887,56,0,27,3820010257
4020,1600064943,56,3,32,3820010284
4021,1600064945,56,24,32,3820010284
4022,1600064947,56,20,32,3820010284
4023,1600064949,56,4,32,3820010284
4024,1600064951,56,16,32,3820010284
4025,1600064996,56,129,32,3820010319
4026,1600064996,56,129,32,3820010319
4027,1600065107,56,200,27,3820010322
4028,1600065110,56,200,22,3820010322
4029,1600065243,56,29,27,3820010370
4030,1600065403,56,53,32,3820010403
4031,1600065520,56,30,32,3820010284
4032,1600065858,56,355,15,3820008318
4033,1600065931,56,1104,2,3820010460
4034,1600065952,56,19,32,3820010472
4035,1600065955,56,11,32,3820010472
4036,1600065958,56,19,32,3820010472
4037,1600065963,56,9,32,3820010476
4038,1600066259,56,200,27,3820008297
4039,1600066339,56,470,3,3820010474
4040,1600066343,56,470,3,3820010474
4041,1600066347,56,470,3,3820010474
4042,1600066489,56,16,32,3820010288
4043,1600066504,56,10,31,3820010304
4044,1600066629,56,5,22,3820010467
4045,1600066629,56,5,22,3820010467
4046,1600066802,56,28,-1,3820010237
4047,1600066812,56,46,-1,3820010237
4048,1600066864,56,19,27,3823000261
4049,1600066864,56,19,22,3823000261
4050,1600066864,56,19,22,3823000261
4051,1600066864,56,19,22,3823000261
4052,1600066873,56,32,31,3820010521
4053,1600066938,56,105,3,3820010540
4054,1600067124,56,4,32,3820010608
4055,1600067169,56,29,31,3820010566
4056,1600067173,56,70,32,3820010587
4057,1600067226,56,252,3,3820008203
4058,1600067227,56,204,3,3820008203
4059,1600067228,56,204,3,3820008203
4060,1600067229,56,300,3,3820008203
4061,1600067230,56,204,3,3820008203
4062,1600067231,56,72,3,3820008203
4063,1600067232,56,120,3,3820008203
4064,1600067233,56,120,3,3820008203
4065,1600067234,56,72,3,3820008203
4066,1600067235,56,72,3,3820008203
4067,1600067236,56,204,3,3820008203
4068,1600067277,56,12,22,3820010494
4069,1600067289,56,26,22,3820010494
4070,1600067295,56,41,22,3820010494
4071,1600067301,56,26,31,3820010405
4072,1600067301,56,26,22,3820010405
4073,1600067339,56,25,31,3820010464
4074,1600067339,56,25,22,3820010464
4075,1600067344,56,30,22,3820010464
4076,1600067344,56,30,22,3820010464
4077,1600067349,56,60,22,3820010464
4078,1600067349,56,60,22,3820010464
4079,1600067354,56,39,22,3820010464
4080,1600067354,56,39,22,3820010464
4081,1600067359,56,15,22,3820010464
4082,1600067359,56,15,22,3820010464
4083,1600067364,56,20,22,3820010464
4084,1600067364,56,20,22,3820010464
4085,1600067437,56,5,31,3820010465
4086,1600067437,56,5,22,3820010465
4087,1600067442,56,77,22,3820010465
4088,1600067442,56,77,22,3820010465
4089,1600067444,56,20,22,3820010465
4090,1600067444,56,20,22,3820010465
4091,1600067448,56,40,22,3820010465
4092,1600067448,56,40,22,3820010465
4093,1600067455,56,60,22,3820010465
4094,1600067455,56,60,22,3820010465
4095,1600067460,56,19,31,3820010466
4096,1600067460,56,19,22,3820010466
4097,1600067475,56,10,31,3820010491
4098,1600067501,56,46,31,3820010595
4099,1600067506,56,32,22,3820010595
4100,1600067508,56,12,32,3820010597
4101,1600067508,56,12,32,3820010597
4102,1600067510,56,7,32,3820010597
4103,1600067510,56,7,32,3820010597
4104,1600067526,56,44,2,3823000441
4105,1600067526,56,44,2,3823000441
4106,1600067526,56,44,2,3823000441
4107,1600067526,56,44,2,3823000441
4108,1600067526,56,44,2,3823000441
4109,1600067526,56,44,2,3823000441
4110,1600067526,56,44,2,3823000441
4111,1600067526,56,44,2,3823000441
4112,1600067531,56,41,2,3823000441
4113,1600067531,56,41,2,3823000441
4114,1600067531,56,41,2,3823000441
4115,1600067531,56,41,2,3823000441
4116,1600067531,56,41,2,3823000441
4117,1600067531,56,41,2,3823000441
4118,1600067531,56,41,2,3823000441
4119,1600067531,56,41,2,3823000441
4120,1600067557,56,364,3,3820010624
4121,1600067561,56,50,3,3820010624
4122,1600067610,56,88,3,3820010669
4123,1600067663,56,29,15,3823000328
4124,1600067663,56,29,15,3823000328
4125,1600067663,56,29,15,3823000328
4126,1600067663,56,29,15,3823000328
4127,1600067663,56,29,15,3823000328
4128,1600067663,56,29,15,3823000328
4129,1600067663,56,29,15,3823000328
4130,1600067663,56,29,15,3823000328
4131,1600067787,56,60,31,3820010683
4132,1600068081,56,32,22,3820010714
4133,1600068086,56,205,22,3820010714
4134,1600068092,56,105,22,3820010714
4135,1600068110,56,211,22,3820010714
4136,1600068128,56,167,31,3820010717
4137,1600068304,56,234,-1,3820010525
4138,1600068497,56,25,15,3820008683
4139,1600068497,56,25,15,3820008683
4140,1600068687,56,2000,-1,3820008683
4141,1600068687,56,2000,-1,3820008683
4142,1600068923,56,18,32,3820010777
4143,1600068929,56,141,4,3820009476
4144,1600069203,56,38,3,3820010724
4145,1600069383,56,15,32,3820010841
4146,1600070185,56,9,22,3820010722
4147,1600070267,56,18,3,3820010989
4148,1600070593,56,83,32,3823000244
4149,1600070593,56,83,22,3823000244
4150,1600070593,56,83,22,3823000244
4151,1600070593,56,83,22,3823000244
4152,1600070692,56,456,32,3820010746
4153,1600070695,56,1344,32,3820010746
4154,1600070698,56,528,32,3820010746
4155,1600071151,56,200,3,3820011039
4156,1600071692,56,146,32,3820011061
4157,1600071692,56,146,32,3820011061
4158,1600071710,56,1,22,3820011079
4159,1600071713,56,1,22,3820011079
4160,1600071718,56,11,32,3820011086
4161,1600071724,56,27,32,3820011088
4162,1600071735,56,377,15,3820008318
4163,1600071790,56,1556,3,3820011175
4164,1600071895,56,30,32,3820011140
4165,1600071898,56,18,22,3820011140
4166,1600072041,56,8,32,3820010693
4167,1600072047,56,472,22,3820009977
4168,383387595,58,14,22,3820003536
4169,383387618,58,2,-1,3820003536
4170,383387775,58,10,29,3820010739
4171,383387776,58,96,-1,3820011169
4172,383388369,58,48,29,3820011119
4173,383388369,58,48,-1,3820011119
4174,1600054628,58,6,5,3820009179
4175,1600058182,58,14,25,3820009509
4176,1600058196,58,144,25,3820009524
4177,1600058875,58,14,-1,3820009509
4178,1600059918,58,2,-1,3820009476
4179,1600059941,58,1,-1,3820009476
4180,1600060767,58,2,30,3820009831
4181,1600060767,58,2,-1,3820009831
4182,1600060770,58,2,-1,3820009831
4183,1600060770,58,2,-1,3820009831
4184,1600060792,58,24,30,3820009834
4185,1600060795,58,24,30,3820009835
4186,1600060807,58,120,-1,3820009861
4187,1600060807,58,120,-1,3820009861
4188,1600063851,58,14,32,3820010096
4189,1600064114,58,84,-1,3820010163
4190,1600064313,58,48,-1,3820010240
4191,1600064313,58,48,-1,3820010240
4192,1600064313,58,48,-1,3820010240
4193,1600064313,58,48,-1,3820010240
4194,1600065402,58,36,32,3820010403
4195,1600065951,58,17,32,3820010472
4196,1600065954,58,10,-1,3820010472
4197,1600065957,58,17,-1,3820010472
4198,1600065962,58,1,32,3820010476
4199,1600066488,58,7,32,3820010288
4200,1600066937,58,72,-1,3820010540
4201,1600067123,58,2,32,3820010608
4202,1600067172,58,48,32,3820010587
4203,1600067609,58,60,-1,3820010669
4204,1600069382,58,2,32,3820010841
4205,1600069404,58,36,32,3820010904
4206,1600069407,58,126,32,3820010905
4207,1600069457,58,60,32,3820010910
4208,1600069457,58,60,0,3820010910
4209,1600069465,58,60,0,3820010910
4210,1600069465,58,60,0,3820010910
4211,1600069472,58,60,0,3820010910
4212,1600069472,58,60,0,3820010910
4213,1600071691,58,204,32,3820011061
4214,1600071691,58,204,-1,3820011061
4215,1600071717,58,7,-1,3820011086
4216,1600071723,58,2,32,3820011088
4217,383387621,54,3,4,3820010357
4218,383387625,54,111,1,3820002904
4219,383387626,54,1440,-1,3820003985
4220,383387627,54,1440,-1,3820003985
4221,383387628,54,1440,-1,3820003985
4222,383387629,54,1440,-1,3820003985
4223,383387630,54,886,0,3820004731
4224,383387631,54,28,3,3820010234
4225,383387632,54,1025,3,3820010234
4226,383387665,54,585,2,3820009188
4227,383387706,54,34,3,3820002852
4228,383387707,54,101,-1,3820007537
4229,383387784,54,1571,0,3826000005
4230,383387785,54,1571,0,3826000005
4231,383387786,54,1571,0,3826000005
4232,383387787,54,1571,0,3826000005
4233,383387788,54,1571,-1,3826000005
4234,383387789,54,873,1,3826000005
4235,383388286,54,171,20,3820006852
4236,383388288,54,69,5,3820006852
4237,383388289,54,37,20,3820007559
4238,383388637,54,296,5,3820000929
4239,1600032485,54,7,5,3820006801
4240,1600044864,54,109,5,3820003229
4241,1600047177,54,2269,1,3820007163
4242,1600050893,54,544,2,3820008784
4243,1600050893,54,544,2,3820008784
4244,1600051603,54,98,2,3820008885
4245,1600051603,54,98,2,3820008885
4246,1600054636,54,585,2,3820009188
4247,1600054670,54,585,2,3820009188
4248,1600054673,54,585,2,3820009188
4249,1600054676,54,375,2,3820009188
4250,1600055584,54,144,1,3820008264
4251,1600055586,54,1552,1,3820005211
4252,1600055586,54,1552,1,3820005211
4253,1600055591,54,896,1,3820008264
4254,1600055880,54,554,-1,3820007537
4255,1600058806,54,229,2,3820006993
4256,1600058955,54,1552,2,3820009622
4257,1600058955,54,1552,2,3820009622
4258,1600059147,54,464,-1,3820007537
4259,1600063995,54,40,4,3823000424
4260,1600063995,54,40,4,3823000424
4261,1600063995,54,40,4,3823000424
4262,1600063995,54,40,4,3823000424
4263,1600063995,54,40,4,3823000424
4264,1600063995,54,40,4,3823000424
4265,1600063995,54,40,4,3823000424
4266,1600063995,54,40,4,3823000424
4267,1600064764,54,120,4,3823000424
4268,1600064764,54,120,4,3823000424
4269,1600064764,54,120,4,3823000424
4270,1600064764,54,120,4,3823000424
4271,1600064764,54,120,4,3823000424
4272,1600064764,54,120,4,3823000424
4273,1600064764,54,120,4,3823000424
4274,1600064764,54,120,4,3823000424
4275,1600065322,54,277,4,3820010357
4276,1600065325,54,162,4,3820010357
4277,1600066336,54,476,3,3820009904
4278,1600066336,54,476,3,3820009904
4279,1600066698,54,109,4,3820010526
4280,1600066747,54,1249,-1,3820007537
4281,1600066748,54,342,-1,3820007537
4282,1600068035,54,571,3,3820010139
4283,1600068035,54,571,3,3820010139
4284,1600068310,54,1302,3,3820010234
4285,1600068311,54,1994,3,3820010234
4286,1600068312,54,692,3,3820010234
4287,1600068361,54,872,4,3820006532
4288,1600069209,54,1357,4,3820010761
4289,1600070113,54,40,4,3823000424
4290,1600070113,54,40,4,3823000424
4291,1600070113,54,40,4,3823000424
4292,1600070113,54,40,4,3823000424
4293,1600070113,54,40,4,3823000424
4294,1600070113,54,40,4,3823000424
4295,1600070113,54,40,4,3823000424
4296,1600070113,54,40,4,3823000424
4297,1600070287,54,30,4,3823000482
4298,1600070287,54,30,4,3823000482
4299,1600070287,54,30,4,3823000482
4300,1600070287,54,30,4,3823000482
4301,1600071486,54,2575,4,3820011021
4302,1600071489,54,2575,-1,3820011021
4303,383388352,57,3,0,3820008483
4304,383388371,57,21,0,3820011182
4305,383388372,57,43,0,3820011182
4306,383388770,57,18,-1,3823000504
4307,383388770,57,18,-1,3823000504
4308,383388770,57,18,-1,3823000504
4309,383388770,57,18,-1,3823000504
4310,383388770,57,18,-1,3823000504
4311,383388770,57,18,-1,3823000504
4312,383388770,57,18,-1,3823000504
4313,383388770,57,18,-1,3823000504
4314,383388771,57,57,0,3823000341
4315,383388771,57,57,0,3823000341
4316,383388771,57,57,0,3823000341
4317,383388771,57,57,0,3823000341
4318,383388771,57,57,0,3823000341
4319,383388771,57,57,0,3823000341
4320,383388771,57,57,0,3823000341
4321,383388771,57,57,0,3823000341
4322,383388772,57,22,-1,3823000504
4323,383388772,57,22,-1,3823000504
4324,383388772,57,22,-1,3823000504
4325,383388772,57,22,-1,3823000504
4326,383388772,57,22,-1,3823000504
4327,383388772,57,22,-1,3823000504
4328,383388772,57,22,-1,3823000504
4329,383388772,57,22,-1,3823000504
4330,383388773,57,4,14,3823000366
4331,383388773,57,4,14,3823000366
4332,383388773,57,4,14,3823000366
4333,383388773,57,4,14,3823000366
4334,383388774,57,12,-1,3823000504
4335,383388774,57,12,-1,3823000504
4336,383388774,57,12,-1,3823000504
4337,383388774,57,12,-1,3823000504
4338,383388774,57,12,-1,3823000504
4339,383388774,57,12,-1,3823000504
4340,383388774,57,12,-1,3823000504
4341,383388774,57,12,-1,3823000504
4342,383388775,57,17,-1,3823000504
4343,383388775,57,17,-1,3823000504
4344,383388775,57,17,-1,3823000504
4345,383388775,57,17,-1,3823000504
4346,383388775,57,17,-1,3823000504
4347,383388775,57,17,-1,3823000504
4348,383388775,57,17,-1,3823000504
4349,383388775,57,17,-1,3823000504
4350,383388776,57,17,-1,3823000504
4351,383388776,57,17,-1,3823000504
4352,383388776,57,17,-1,3823000504
4353,383388776,57,17,-1,3823000504
4354,383388776,57,17,-1,3823000504
4355,383388776,57,17,-1,3823000504
4356,383388776,57,17,-1,3823000504
4357,383388776,57,17,-1,3823000504
4358,383388777,57,39,-1,3823000504
4359,383388777,57,39,-1,3823000504
4360,383388777,57,39,-1,3823000504
4361,383388777,57,39,-1,3823000504
4362,383388777,57,39,-1,3823000504
4363,383388777,57,39,-1,3823000504
4364,383388777,57,39,-1,3823000504
4365,383388777,57,39,-1,3823000504
4366,383388778,57,116,-1,3823000504
4367,383388778,57,116,-1,3823000504
4368,383388778,57,116,-1,3823000504
4369,383388778,57,116,-1,3823000504
4370,383388778,57,116,-1,3823000504
4371,383388778,57,116,-1,3823000504
4372,383388778,57,116,0,3823000504
4373,383388778,57,116,0,3823000504
4374,383388779,57,54,-1,3823000504
4375,383388779,57,54,-1,3823000504
4376,383388779,57,54,-1,3823000504
4377,383388779,57,54,-1,3823000504
4378,383388779,57,54,-1,3823000504
4379,383388779,57,54,-1,3823000504
4380,383388779,57,54,-1,3823000504
4381,383388779,57,54,-1,3823000504
4382,383388780,57,178,1,3823000341
4383,383388780,57,178,1,3823000341
4384,383388780,57,178,1,3823000341
4385,383388780,57,178,1,3823000341
4386,383388780,57,178,1,3823000341
4387,383388780,57,178,1,3823000341
4388,383388780,57,178,1,3823000341
4389,383388780,57,178,1,3823000341
4390,383388781,57,21,13,3820011209
4391,383388782,57,24,13,3820011209
4392,383388783,57,111,0,3823000504
4393,383388783,57,111,0,3823000504
4394,383388783,57,111,0,3823000504
4395,383388783,57,111,0,3823000504
4396,383388783,57,111,0,3823000504
4397,383388783,57,111,0,3823000504
4398,383388783,57,111,0,3823000504
4399,383388783,57,111,0,3823000504
4400,383389060,57,67,13,3820008370
4401,383389061,57,2,13,3823000328
4402,383389061,57,2,13,3823000328
4403,383389061,57,2,13,3823000328
4404,383389061,57,2,13,3823000328
4405,383389061,57,2,13,3823000328
4406,383389061,57,2,13,3823000328
4407,383389061,57,2,13,3823000328
4408,383389061,57,2,13,3823000328
4409,383389061,57,2,13,3823000328
4410,383389061,57,2,13,3823000328
4411,383389061,57,2,13,3823000328
4412,383389061,57,2,13,3823000328
4413,383389061,57,2,13,3823000328
4414,383389061,57,2,13,3823000328
4415,383389061,57,2,13,3823000328
4416,383389061,57,2,13,3823000328
4417,383389062,57,6,16,3820011119
4418,383389062,57,6,16,3820011119
4419,383389083,57,135,13,3820008942
4420,1600027067,57,27,13,3820005929
4421,1600027072,57,27,13,3820005929
4422,1600028170,57,18,13,3820006004
4423,1600031121,57,49,13,3820006650
4424,1600045841,57,99,13,3820008080
4425,1600047824,57,31,13,3820008317
4426,1600047893,57,327,13,3820008318
4427,1600047898,57,374,13,3820008319
4428,1600048521,57,67,13,3820008370
4429,1600048527,57,18,13,3820008371
4430,1600050014,57,47,13,3820008563
4431,1600050019,57,43,13,3820008564
4432,1600050973,57,7,13,3820008683
4433,1600050973,57,7,13,3820008683
4434,1600050978,57,19,13,3820008683
4435,1600050978,57,19,13,3820008683
4436,1600051037,57,12,14,3820008687
4437,1600051037,57,12,14,3820008687
4438,1600051090,57,8,14,3820008687
4439,1600051090,57,8,14,3820008687
4440,1600052058,57,70,14,3820008765
4441,1600054048,57,26,14,3820009076
4442,1600054052,57,26,14,3820009078
4443,1600054740,57,17,14,3820008909
4444,1600056634,57,28,0,3823000369
4445,1600056634,57,28,0,3823000369
4446,1600056634,57,28,0,3823000369
4447,1600056634,57,28,0,3823000369
4448,1600056638,57,11,0,3823000369
4449,1600056638,57,11,0,3823000369
4450,1600056638,57,11,0,3823000369
4451,1600056638,57,11,0,3823000369
4452,1600057292,57,48,14,3820009449
4453,1600057331,57,57,1,3823000341
4454,1600057331,57,57,1,3823000341
4455,1600057331,57,57,1,3823000341
4456,1600057331,57,57,1,3823000341
4457,1600057331,57,57,1,3823000341
4458,1600057331,57,57,1,3823000341
4459,1600057331,57,57,1,3823000341
4460,1600057331,57,57,1,3823000341
4461,1600057347,57,73,1,3823000341
4462,1600057347,57,73,1,3823000341
4463,1600057347,57,73,1,3823000341
4464,1600057347,57,73,1,3823000341
4465,1600057347,57,73,2,3823000341
4466,1600057347,57,73,2,3823000341
4467,1600057347,57,73,2,3823000341
4468,1600057347,57,73,2,3823000341
4469,1600057352,57,56,2,3823000341
4470,1600057352,57,56,2,3823000341
4471,1600057352,57,56,2,3823000341
4472,1600057352,57,56,2,3823000341
4473,1600057352,57,56,2,3823000341
4474,1600057352,57,56,2,3823000341
4475,1600057352,57,56,2,3823000341
4476,1600057352,57,56,2,3823000341
4477,1600057357,57,81,2,3823000341
4478,1600057357,57,81,2,3823000341
4479,1600057357,57,81,2,3823000341
4480,1600057357,57,81,2,3823000341
4481,1600057357,57,81,2,3823000341
4482,1600057357,57,81,2,3823000341
4483,1600057357,57,81,2,3823000341
4484,1600057357,57,81,2,3823000341
4485,1600057362,57,128,2,3823000341
4486,1600057362,57,128,2,3823000341
4487,1600057362,57,128,2,3823000341
4488,1600057362,57,128,2,3823000341
4489,1600057362,57,128,2,3823000341
4490,1600057362,57,128,2,3823000341
4491,1600057362,57,128,3,3823000341
4492,1600057362,57,128,3,3823000341
4493,1600057367,57,62,3,3823000341
4494,1600057367,57,62,3,3823000341
4495,1600057367,57,62,3,3823000341
4496,1600057367,57,62,3,3823000341
4497,1600057367,57,62,3,3823000341
4498,1600057367,57,62,3,3823000341
4499,1600057367,57,62,3,3823000341
4500,1600057367,57,62,3,3823000341
4501,1600057372,57,108,3,3823000341
4502,1600057372,57,108,3,3823000341
4503,1600057372,57,108,3,3823000341
4504,1600057372,57,108,3,3823000341
4505,1600057372,57,108,3,3823000341
4506,1600057372,57,108,3,3823000341
4507,1600057372,57,108,3,3823000341
4508,1600057372,57,108,3,3823000341
4509,1600057377,57,113,3,3823000341
4510,1600057377,57,113,3,3823000341
4511,1600057377,57,113,3,3823000341
4512,1600057377,57,113,3,3823000341
4513,1600057377,57,113,3,3823000341
4514,1600057377,57,113,4,3823000341
4515,1600057377,57,113,4,3823000341
4516,1600057377,57,113,4,3823000341
4517,1600057379,57,70,4,3823000341
4518,1600057379,57,70,4,3823000341
4519,1600057379,57,70,4,3823000341
4520,1600057379,57,70,4,3823000341
4521,1600057379,57,70,4,3823000341
4522,1600057379,57,70,4,3823000341
4523,1600057379,57,70,4,3823000341
4524,1600057379,57,70,4,3823000341
4525,1600057383,57,270,4,3823000341
4526,1600057383,57,270,4,3823000341
4527,1600057383,57,270,4,3823000341
4528,1600057383,57,270,4,3823000341
4529,1600057383,57,270,4,3823000341
4530,1600057383,57,270,5,3823000341
4531,1600057383,57,270,5,3823000341
4532,1600057383,57,270,5,3823000341
4533,1600057394,57,267,6,3823000341
4534,1600057394,57,267,6,3823000341
4535,1600057394,57,267,6,3823000341
4536,1600057394,57,267,6,3823000341
4537,1600057394,57,267,6,3823000341
4538,1600057394,57,267,7,3823000341
4539,1600057394,57,267,7,3823000341
4540,1600057394,57,267,7,3823000341
4541,1600057397,57,329,7,3823000341
4542,1600057397,57,329,7,3823000341
4543,1600057397,57,329,7,3823000341
4544,1600057397,57,329,7,3823000341
4545,1600057397,57,329,8,3823000341
4546,1600057397,57,329,8,3823000341
4547,1600057397,57,329,8,3823000341
4548,1600057397,57,329,8,3823000341
4549,1600057397,57,329,8,3823000341
4550,1600057397,57,329,8,3823000341
4551,1600057397,57,329,8,3823000341
4552,1600057397,57,329,9,3823000341
4553,1600057397,57,329,9,3823000341
4554,1600057397,57,329,9,3823000341
4555,1600057397,57,329,9,3823000341
4556,1600057397,57,329,9,3823000341
4557,1600057416,57,338,9,3823000341
4558,1600057416,57,338,9,3823000341
4559,1600057416,57,338,10,3823000341
4560,1600057416,57,338,10,3823000341
4561,1600057416,57,338,10,3823000341
4562,1600057416,57,338,10,3823000341
4563,1600057416,57,338,10,3823000341
4564,1600057416,57,338,10,3823000341
4565,1600057417,57,338,10,3823000341
4566,1600057417,57,338,11,3823000341
4567,1600057417,57,338,11,3823000341
4568,1600057417,57,338,11,3823000341
4569,1600057417,57,338,11,3823000341
4570,1600057417,57,338,11,3823000341
4571,1600057417,57,338,11,3823000341
4572,1600057417,57,338,11,3823000341
4573,1600057427,57,14,14,3823000366
4574,1600057427,57,14,14,3823000366
4575,1600057427,57,14,14,3823000366
4576,1600057427,57,14,14,3823000366
4577,1600057432,57,17,14,3823000366
4578,1600057432,57,17,14,3823000366
4579,1600057432,57,17,14,3823000366
4580,1600057432,57,17,14,3823000366
4581,1600057437,57,158,14,3823000366
4582,1600057437,57,158,14,3823000366
4583,1600057437,57,158,14,3823000366
4584,1600057437,57,158,14,3823000366
4585,1600057442,57,12,14,3823000366
4586,1600057442,57,12,14,3823000366
4587,1600057442,57,12,14,3823000366
4588,1600057442,57,12,14,3823000366
4589,1600057447,57,39,14,3823000366
4590,1600057447,57,39,14,3823000366
4591,1600057447,57,39,14,3823000366
4592,1600057447,57,39,14,3823000366
4593,1600057452,57,10,14,3823000366
4594,1600057452,57,10,14,3823000366
4595,1600057452,57,10,14,3823000366
4596,1600057452,57,10,14,3823000366
4597,1600057457,57,43,14,3823000366
4598,1600057457,57,43,14,3823000366
4599,1600057457,57,43,14,3823000366
4600,1600057457,57,43,14,3823000366
4601,1600057462,57,38,14,3823000366
4602,1600057462,57,38,14,3823000366
4603,1600057462,57,38,14,3823000366
4604,1600057462,57,38,14,3823000366
4605,1600057467,57,17,14,3823000366
4606,1600057467,57,17,14,3823000366
4607,1600057467,57,17,14,3823000366
4608,1600057467,57,17,14,3823000366
4609,1600060371,57,338,12,3823000341
4610,1600060371,57,338,12,3823000341
4611,1600060371,57,338,12,3823000341
4612,1600060371,57,338,12,3823000341
4613,1600060371,57,338,12,3823000341
4614,1600060371,57,338,12,3823000341
4615,1600060371,57,338,12,3823000341
4616,1600060371,57,338,13,3823000341
4617,1600060376,57,270,5,3823000341
4618,1600060376,57,270,5,3823000341
4619,1600060376,57,270,5,3823000341
4620,1600060376,57,270,5,3823000341
4621,1600060376,57,270,5,3823000341
4622,1600060376,57,270,6,3823000341
4623,1600060376,57,270,6,3823000341
4624,1600060376,57,270,6,3823000341
4625,1600060888,57,13,14,3820009584
4626,1600060946,57,38,14,3820009643
4627,1600061003,57,17,14,3820009713
4628,1600061018,57,50,14,3820009736
4629,1600061068,57,31,14,3820009737
4630,1600061079,57,77,14,3820009738
4631,1600061989,57,77,14,3820009740
4632,1600061995,57,77,14,3820009740
4633,1600062021,57,77,14,3820009740
4634,1600062043,57,38,14,3820009753
4635,1600062049,57,24,15,3820009753
4636,1600062054,57,22,15,3820009753
4637,1600062313,57,19,15,3820009858
4638,1600062315,57,5,15,3820009858
4639,1600062315,57,5,15,3820009858
4640,1600062363,57,12,15,3820009885
4641,1600062441,57,10,15,3820010040
4642,1600062465,57,202,15,3820010060
4643,1600062550,57,15,15,3820009852
4644,1600062555,57,36,15,3820009868
4645,1600062560,57,29,15,3820009869
4646,1600062577,57,24,15,3820009929
4647,1600062610,57,135,15,3820009944
4648,1600062632,57,34,15,3820009954
4649,1600062680,57,31,15,3820010045
4650,1600063272,57,39,0,3820009716
4651,1600063302,57,10,15,3820009813
4652,1600063359,57,25,26,3820009968
4653,1600063454,57,14,15,3823000407
4654,1600063454,57,14,15,3823000407
4655,1600063454,57,14,15,3823000407
4656,1600063454,57,14,15,3823000407
4657,1600063459,57,12,15,3823000407
4658,1600063459,57,12,15,3823000407
4659,1600063459,57,12,15,3823000407
4660,1600063459,57,12,15,3823000407
4661,1600063468,57,15,15,3823000407
4662,1600063468,57,15,15,3823000407
4663,1600063468,57,15,15,3823000407
4664,1600063468,57,15,15,3823000407
4665,1600063473,57,15,15,3823000407
4666,1600063473,57,15,15,3823000407
4667,1600063473,57,15,15,3823000407
4668,1600063473,57,15,15,3823000407
4669,1600063478,57,34,15,3823000407
4670,1600063478,57,34,15,3823000407
4671,1600063478,57,34,15,3823000407
4672,1600063478,57,34,15,3823000407
4673,1600063483,57,33,15,3823000407
4674,1600063483,57,33,15,3823000407
